35.682839,139.759455
40.712776,-74.005974
34.052235,-118.243683
41.878113,-87.629799
29.760427,-95.369804
51.507351,-0.127758
48.856613,2.352222
52.520008,13.404954
-33.865143,151.209900
43.651070,-79.347015
19.432608,-99.133209
19.076090,72.877426
31.230416,121.473701
39.904200,116.407396
22.396427,114.109497
37.566536,126.977966
-22.906847,-43.172896
30.044420,31.235712
-34.611781,-58.417309
55.755825,37.617635
41.008237,28.978359
-33.924870,18.424055
25.276987,55.296249
1.352083,103.819836
13.756331,100.501762
3.139003,101.686855
-6.208763,106.845599
14.599512,120.984222
-23.550520,-46.633308
-12.046374,-77.042793
4.609710,-74.081750
-33.448891,-70.669266
10.491016,-66.879190
6.524379,3.379206
-26.204103,28.047305
-1.292066,36.821946
55.676098,12.568337
59.329323,18.068581
59.913868,10.752245
60.169856,24.938379
52.367573,4.904138
40.416775,-3.703790
41.902782,12.496366
37.983810,23.727539
48.208174,16.373819
50.075539,14.437800
52.229676,21.012229
47.497913,19.040236
47.376886,8.541694
48.135125,11.581981
